19,20
0,0,42.59896,-60.56838,-67.16108,28.77535,26.43055,5.262124,43.17751,-0.8925732,-9.278868,25.92003,-16.46135,-8.873174,5.840827,-3.368618,-7.90359,-1.495947,0.0001220115,-4.000373e-07,
0,23.33765,-80.15633,17.25274,-26.43643,-67.53608,1.959844,83.36938,6.728496,24.51296,1.024222,1.152639,-5.369022,-1.10879,-3.290805,3.742581,-0.01118262,-1.305898,-0.004736248,7.523628e-07,
0,-52.5097,32.66751,-95.01628,13.33051,26.72299,16.03063,3.654775,54.52811,17.73671,7.551775,-15.88667,18.34231,-9.153366,-2.037876,8.653228,5.849331,0.01244386,0.05535465,-1.038854e-06,
0,-23.33765,-126.9546,48.31724,-68.63824,64.72014,64.62751,9.260809,-30.54679,-7.58305,10.0927,-0.7339171,-5.416488,3.6218,2.901493,3.419917,5.134712,0.6877043,0.005102508,1.341667e-06,
0,-46.67529,-10.31852,-96.24454,90.15754,16.5526,21.15653,34.34592,0.542207,-26.74303,-23.99518,15.96615,1.519205,6.794755,4.224089,1.083647,2.561932,0.6613661,-0.0639362,-9.384642e-07,
0,35.00647,-117.1749,-44.14934,62.728,15.5909,30.71698,-2.350241,-29.52043,29.44064,26.23014,-19.83967,21.06046,-2.052986,0.5395292,-7.036669,-6.636516,-1.586346,0.003608512,6.206901e-07,
0,-180.8668,47.53775,16.31515,-23.09065,29.16442,2.41501,10.21232,58.5733,11.46779,32.26768,-11.59442,-0.8407614,10.50413,-5.374821,-8.784038,2.1526,-0.0366192,-0.05570077,-1.131186e-06,
-110,117.542,-74.73039,27.52646,54.8919,24.7606,-15.92124,-5.107192,24.91361,67.17612,8.164441,23.76433,-25.40207,-2.6629,2.475993,-1.392755,2.436994,1.611999,0.003704906,1.501147e-06,
-110,-133.3376,165.2643,30.55614,37.06425,-37.06821,34.28281,16.25873,-13.25795,6.840153,31.28716,-5.054576,-11.06023,6.922502,7.322614,1.940959,-2.764702,0.8337748,0.0457694,-1.911729e-06,
-110,59.19793,-14.84552,103.4654,5.343654,38.32308,-18.05425,16.3304,44.67086,3.833505,-24.23247,-9.789201,32.57103,7.550987,6.446106,3.788359,-4.857818,0.01233868,0.00181256,1.333143e-06,
0,-175.0323,-13.33514,40.05185,54.44439,61.3207,-11.1253,12.5898,-9.735149,-18.2533,-2.034283,28.01184,-9.734895,3.696165,-8.683305,2.845866,-3.62485,-1.368541,0.05484649,-6.020703e-07,
-220,246.7529,94.53257,7.468043,-6.23312,-8.147979,50.63614,2.822507,-0.4069988,1.829097,-6.065551,22.70593,19.17397,1.204434,-9.183049,-2.289779,-1.587988,1.313676,-0.0009773138,9.941126e-07,
330,-113.4153,18.39084,61.88778,12.75046,-5.048578,5.21415,3.999848,-2.910012,2.057304,25.24802,25.36198,21.9646,-15.21885,0.2874528,3.319332,-2.346612,1.49208,-0.04201618,-1.115909e-06,
110,325.8732,51.90242,-7.042174,8.389765,33.28696,-26.91418,17.48613,1.679266,-32.55514,50.07315,7.353331,-1.536403,3.102272,2.549705,1.839627,2.548862,-1.341738,3.697257e-05,1.36925e-06,
330,38.27943,72.10759,23.07287,7.328963,-14.47903,27.37659,-24.60732,-2.344552,44.10979,-20.94751,15.52022,5.621889,11.40659,0.8964192,1.576812,4.212602,-2.473215,-0.001668934,-9.487214e-07,
-110,12.52264,-9.866073,99.61245,59.36911,-23.71922,31.64198,-6.881807,31.70728,-34.69192,-7.790243,-5.780979,-6.79446,-13.47857,1.372992,-5.548621,5.959638,-1.794371,6.804682e-05,4.81895e-07,
220,33.29884,88.11486,6.214825,-4.097199,41.78373,-11.75625,44.83598,-25.22098,9.057234,-25.68223,-11.92973,2.936461,-5.36484,0.9726508,-11.78158,2.870745,1.092933,0.04553294,-5.854167e-07,
-110,30.02587,127.8312,24.68573,10.26133,52.27659,1.279217,6.180438,-34.22811,25.66228,-10.00135,-28.06369,-16.10279,-8.916576,-2.44816,7.090927,-1.627654,-0.9961066,-0.06556954,-2.776299e-07,
330,137.4644,-38.96961,13.50429,31.34346,-6.664909,29.05174,-4.303361,39.1727,-17.19409,-8.771255,-28.5509,-25.17886,3.629502,-3.747725,2.778135,-5.972613,1.464755,0.007928874,3.070402e-07,
